place_id,business_name,address,google_maps,industry,sub_business,instagram,tiktok,linkedin,website,facebook,email,pic_name,whatsapp_or_phone,price_range
35,Alfamart,Jl Cihampelas No 206,"https://www.google.com/maps?q=-6.8911317,107.6043585",Ritel,Minimarket,,,,,,,,,$
36,Alfamart,Setiabudhi 142,"https://www.google.com/maps?q=-6.8746498,107.5964957",Ritel,Minimarket,,,,,,,,,$
37,Alfamart,Jl. Jamika 37,"https://www.google.com/maps?q=-6.9199448,107.5861349",Ritel,Minimarket,,,,,,,,,$
38,Alfamart,Jl. Pagarsih No 241,"https://www.google.com/maps?q=-6.9221701,107.5871274",Ritel,Minimarket,,,,,,,,,$
39,Alfamart,Jl. Pagarsih no 160,"https://www.google.com/maps?q=-6.9222296,107.5905825",Ritel,Minimarket,,,,,,,,,$
40,Alfamart,Jl. Jendral Sudirman,"https://www.google.com/maps?q=-6.9189722,107.5876825",Ritel,Minimarket,,,,,,,,,$
41,Alfamart,Jl Cihampelas No 294,"https://www.google.com/maps?q=-6.8862467,107.6044361",Ritel,Minimarket,,,,,,,,,$
42,Alfamart,Jl Cihampelas No 128,"https://www.google.com/maps?q=-6.8968708,107.6041137",Ritel,Minimarket,,,,,,,,,$
43,Alfamart,"Jalan Pajajaran, Bandung, 40173","https://www.google.com/maps?q=-6.9069523,107.5949069",Ritel,Minimarket,,,,,,,,,$
44,Ampera,"119D, Jl. Dr. Djunjunan","https://www.google.com/maps?q=-6.8951185,107.5880348",Kuliner,Restaurant,,,,http://www.amperadalemkaum.com/?m=1,,,,,$$
45,Aromanina Cimahi,"8, Jalan Purbasari, Cimahi, 40511","https://www.google.com/maps?q=-6.8674088,107.5352208",Kuliner,Restaurant,,,,,,,,,$$
46,BNI,Jalan Sangkuriang,"https://www.google.com/maps?q=-6.8840703,107.611725",Keuangan,Bank/ATM,,,,,,,,,$
47,BNI,Jalan Taman Sari,"https://www.google.com/maps?q=-6.8941085,107.6087447",Keuangan,Bank/ATM,,,,,,,,,$
48,BNI,Jl. Sudirman No 331,"https://www.google.com/maps?q=-6.9199097,107.5924773",Keuangan,Bank/ATM,,,,,,,,,$
49,BRI,Jl Dr Abdul Rivai No 2B,"https://www.google.com/maps?q=-6.9041228,107.6038662",Keuangan,Bank/ATM,,,,,,,,,$
50,BRI,Jl Tamansari No 21a,"https://www.google.com/maps?q=-6.9005295,107.6088641",Keuangan,Bank/ATM,,,,,,,,,$
51,Bank Central Asia,"66, Jalan HOS. Tjokroaminoto, Bandung","https://www.google.com/maps?q=-6.9108316,107.5979708",Keuangan,Bank/ATM,,,,,,,,,$
52,Bank Central Asia,Jl. Jamika No. 30,"https://www.google.com/maps?q=-6.9204575,107.5864341",Keuangan,Bank/ATM,,,,,,,,,$
53,Bank Jago,"Jl. Gardujati, Kb. Jeruk, Andir, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.9174541,107.5981815",Keuangan,Bank/ATM,,,,,,,,,$
54,Bank Mandiri,Jalan Siliwangi,"https://www.google.com/maps?q=-6.885353,107.6123739",Keuangan,Bank/ATM,,,,,,,,,$
55,Bank Negara Indonesia,Jalan Tamansari,"https://www.google.com/maps?q=-6.8852565,107.6116544",Keuangan,Bank/ATM,,,,,,,,,$
56,Bank Negara Indonesia,Jl. Sudirman 331,"https://www.google.com/maps?q=-6.9195625,107.5924574",Keuangan,Bank/ATM,,,,,,,,,$
57,Bank Rakyat Indonesia,"Jl. Rajawali Barat, Maleber, Andir,","https://www.google.com/maps?q=-6.9126825,107.5749681",Keuangan,Bank/ATM,,,,,,,,,$
58,Bank bjb,"Jl. Kb. Jati, Kb. Jeruk, Andir, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.9168272,107.5974042",Keuangan,Bank/ATM,,,,,,,,,$
59,Bebek Kaleyo,"185-189, Jalan Pasir Kaliki, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.9007525,107.5970316",Kuliner,Restaurant,https://www.instagram.com/bebekkaleyo76/,https://www.tiktok.com/@bebekkaleyofficial,,https://www.kaleyo.com,https://www.facebook.com/bebekkaleyo76/,,,628118116451,$
60,Bomber Burger,"Jalan Doktor Louis Otten, Bandung, 40171","https://www.google.com/maps?q=-6.9035798,107.6007649",Kuliner,Restaurant,,,,,,,,+6285864482696,$$
61,CFC,"Jalan Dakota, Bandung, 40175","https://www.google.com/maps?q=-6.8913214,107.5718325",Kuliner,Restaurant,,,,,,,,,$$
62,CIMB Niaga,"Jalan Dakota, Bandung, 40175","https://www.google.com/maps?q=-6.890613,107.5719153",Keuangan,Bank/ATM,,,,,,,,,$
63,CIMB Niaga,"Jalan Pajajaran, Bandung, 40173","https://www.google.com/maps?q=-6.9069779,107.5951511",Keuangan,Bank/ATM,,,,,,,,,$
64,Cihampelas Walk (CiWalk),Jl Cihampelas No 160 Bandung,"https://www.google.com/maps?q=-6.8938493,107.6051906",Ritel,Ritel Umum,https://www.instagram.com/cihampelaswalk?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==,https://www.tiktok.com/@cihampelaswalk?is_from_webapp=1&sender_device=pc,,https://www.ciwalk.com,,,,+62222061122,$$
65,Circle K,"Jl. Jendral Sudirman, Bandung","https://www.google.com/maps?q=-6.9197519,107.5944665",Ritel,Minimarket,,,,,,,,,$
66,FKTP Klinik Siliwangi,"Jalan Stasion C3 No.181 Baros Cimahi Tengah, Baros, Kec. Cimahi Tengah, Kota Cimahi, Jawa Barat 40521","https://www.google.com/maps?q=-6.8850128,107.5365457",Kesehatan,Klinik,,,,https://klinik-siliwangi-cimahi.business.site/,,,,,$$
67,FamilyMart,"186, Jalan Cihampelas","https://www.google.com/maps?q=-6.8929212,107.6043527",Ritel,Minimarket,,,,,,,,,$
68,Grha Ciumbuleuit Guest House,Jalan Ciumbeuluit,"https://www.google.com/maps?q=-6.8671861,107.6062461",Akomodasi,Hotel,,,,https://grhaciumbuleuitgh.com/,,,,,$$$
69,Griya,"Sumber Sari, Bandung","https://www.google.com/maps?q=-6.9326605,107.5761983",Ritel,Minimarket,,,,,,,,,$
70,Holland Bakery,"7, Jl. Dr. Abdul Rivai, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.9045465,107.6037254",Kuliner,Bakery,,,,,,,,,$
71,Holland Bakery,"66, Jl. Gardujati , Astanaanyar, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.9177399,107.5983598",Kuliner,Bakery,,,,,,,,,$
72,Hotel Augusta Valley,"19, Jalan Cipaku I, Bandung","https://www.google.com/maps?q=-6.8639199,107.598294",Akomodasi,Hotel,,,,,,,,+62222005036,$$$
73,Indomaret,"44, Pasir Kaliki Jl. Kebon Kawung, Pasir Kaliki, Cicendo, Bandung","https://www.google.com/maps?q=-6.9123323,107.6002998",Ritel,Minimarket,,,,,,,,,$
74,Indomaret,Jl Tamansari,"https://www.google.com/maps?q=-6.8995435,107.6091582",Ritel,Minimarket,,,,,,,,,$
75,Indomaret,Jl Cihampelas 121 Ruko,"https://www.google.com/maps?q=-6.8969566,107.6037783",Ritel,Minimarket,,,,,,,,,$
76,Indomaret,"Gunung Batu, Bandung","https://www.google.com/maps?q=-6.8898605,107.569929",Ritel,Minimarket,,,,,,,,,$
77,Indomaret,Jl Cihampelas No 198,"https://www.google.com/maps?q=-6.8915685,107.6044322",Ritel,Minimarket,,,,,,,,,$
78,Indomaret,Jl Cihampelas No 67,"https://www.google.com/maps?q=-6.9015123,107.6044542",Ritel,Minimarket,,,,,,,,,$
79,Indomaret,Jl. Jamika No. 49,"https://www.google.com/maps?q=-6.9212064,107.5863523",Ritel,Minimarket,,,,,,,,,$
80,Indomaret,"65, Jalan Haji Oemar Said Tjokroaminoto, Bandung, 40172","https://www.google.com/maps?q=-6.9100621,107.5976128",Ritel,Minimarket,,,,,,,,,$
81,Indomaret,Jl Cihampelas No 286,"https://www.google.com/maps?q=-6.886714,107.6043487",Ritel,Minimarket,,,,,,,,,$
82,Indomaret,Jl Cihampelas No 312A,"https://www.google.com/maps?q=-6.8853347,107.6045782",Ritel,Minimarket,,,,,,,,,$
83,Indomaret,Jalan Cisitu Lama,"https://www.google.com/maps?q=-6.8797851,107.6118958",Ritel,Minimarket,,,,,,,,,$
84,Indomaret,Jl. Pagarsih barat,"https://www.google.com/maps?q=-6.9225592,107.5911616",Ritel,Minimarket,,,,,,,,,$
85,Indomaret,Jl Cihampelas,"https://www.google.com/maps?q=-6.894469,107.6039478",Ritel,Minimarket,,,,,,,,,$
86,Indomaret,Jl Cihampelas No 122,"https://www.google.com/maps?q=-6.8974486,107.6041803",Ritel,Minimarket,,,,,,,,,$
87,Indomaret Fresh,"43, Jalan Surya Sumantri, Bandung","https://www.google.com/maps?q=-6.8875553,107.5810678",Ritel,Minimarket,,,,,,,,,$
88,Indomaret Point,"146, Jl. Sukajadi, Cipedes, Bandung, 40162","https://www.google.com/maps?q=-6.8891824,107.5969495",Ritel,Minimarket,,,,,,,,,$
89,Istana Plaza,"#121-123, Jalan Pasir Kaliki, Bandung, 40173","https://www.google.com/maps?q=-6.9058784,107.5969081",Ritel,Ritel Umum,,,,,,,,,$$
90,J.Co.,"G01, Jalan Cihampelas, Bandung, 40131","https://www.google.com/maps?q=-6.8938526,107.605255",Kuliner,Bakery,,,,,,,,+62222060991,$
91,KFC,"65, Jalan Pajajaran, Bandung","https://www.google.com/maps?q=-6.9067623,107.5978417",Kuliner,Restaurant,,,,,,,,,$$
92,KFC,"Jalan Jenderal Haji Amir Machmud, Cimahi","https://www.google.com/maps?q=-6.8787824,107.5500599",Kuliner,Restaurant,,,,,,,,,$$
93,Kafetaria 170,"170, Jalan Pasirkaliki, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.9021588,107.5975823",Kuliner,Restaurant,,,,http://kafetaria170.com/,,,,,$$
94,Kedai Bu Ai,"145, Jalan Pajajaran","https://www.google.com/maps?q=-6.9069909,107.5883826",Kuliner,Restaurant,,,,,,,,+62226038712,$$
95,Kimia Farma,"7, Jl. Cihampelas, Pasir Kaliki, Cicendo, Bandung","https://www.google.com/maps?q=-6.9061492,107.6042804",Kesehatan,Apotek,,,,,,,,,$$
96,Kopi Kenangan,"Jalan Dokter Djundjunan Setiakusumah, Bandung","https://www.google.com/maps?q=-6.8949076,107.5887755",Kuliner,Coffee Shop,,,,,,,,,$$
97,Lawson,"85, Jalan Pajajaran, Bandung, 40173","https://www.google.com/maps?q=-6.9069685,107.5952001",Ritel,Minimarket,,,,,,,,,$
98,Lawson Station,"175, Jalan Dokter Setiabudhi, Bandung","https://www.google.com/maps?q=-6.8689938,107.5934024",Ritel,Minimarket,,,,,,,,,$
99,Mandarin Restaurant,"45-47, Jalan Kebon Kawung, Bandung","https://www.google.com/maps?q=-6.9124458,107.5983485",Kuliner,Restaurant,,,,,,,,+62224266250,$$
100,Mandiri,Jl. Jamika No. 34,"https://www.google.com/maps?q=-6.9205943,107.5864158",Keuangan,Bank/ATM,,,,,,,,,$
101,Mandiri ATM Graha Ciembeluit,"156, Jl. Ciembeluit, Bandung","https://www.google.com/maps?q=-6.8736821,107.6047827",Keuangan,Bank/ATM,,,,,,,,,$
102,Mayasari,"Jalan Siliwangi, Bandung","https://www.google.com/maps?q=-6.8853848,107.6126521",Kuliner,Bakery,https://www.instagram.com/mayasari_bakery/,https://www.tiktok.com/@mayasari_bakery,,https://www.mayasaribakery.com,https://www.facebook.com/mayasaribakerybandung/,mayasari.bakery@gmail.com,,1278000,$$$$
103,McDonald's,"Jalan Dr. Setiabudi, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.8785631,107.5981433",Kuliner,Restaurant,,,,,,,,,$$
104,McDonald's,"63, Jalan Surya Sumantri, Bandung, 40164","https://www.google.com/maps?q=-6.8859298,107.5811612",Kuliner,Restaurant,,,,,,,,,$$
105,Mercure Bandung Setiabudi,"269-275, Jl Dr Setiabudi, 40154","https://www.google.com/maps?q=-6.8545699,107.5950633",Akomodasi,Hotel,,,,,,,,,$$$
106,Mr. Roastman Experience,"108, Jalan Ciumbuleuit, 40141","https://www.google.com/maps?q=-6.8731826,107.6053069",Kuliner,Restaurant,,,,,,,,+6281122332208,$$
107,Novotel Bandung,"23, Jalan Cihampelas, Bandung, 40171","https://www.google.com/maps?q=-6.9048427,107.6040474",Akomodasi,Hotel,,,,,,,,,$$$
108,Nyomi Thai Tea,"205, Jalan Kolonel Masturi, Cimahi, 40511","https://www.google.com/maps?q=-6.8592291,107.5449911",Kuliner,Restaurant,,,,,,,,,$$
109,OCBC,"Jalan Pajajaran, Bandung, 40173","https://www.google.com/maps?q=-6.9069866,107.5951048",Keuangan,Bank/ATM,,,,,,,,,$
110,Penerbit ITB Bookstore,Jalan Ganesha,"https://www.google.com/maps?q=-6.8924077,107.6102557",Ritel,Ritel Umum,,,,,,,,,$$
111,Persegi Coffee,"jl. Cihampelas No. 144A, Bandung","https://www.google.com/maps?q=-6.8959269,107.6048656",Kuliner,Coffee Shop,,,,,,,,+6281288038802,$$
112,Pertamina,"Jl. Rajawali Barat, Maleber, Andir, Bandung","https://www.google.com/maps?q=-6.9129281,107.5746074",Otomotif,SPBU,,,,,,,,,$$
113,Pertamina,"Jalan Kota Baru Parahyangan, Padalarang","https://www.google.com/maps?q=-6.8561134,107.4909934",Otomotif,SPBU,,,,,,,,,$$
114,Pertamina,"139, Jalan Dokter Djunjunan, Bandung","https://www.google.com/maps?q=-6.8935305,107.5860977",Otomotif,SPBU,,,,,,,,,$$
115,Pizza Hut,"Jalan Pajajaran, Husen Sastranegara","https://www.google.com/maps?q=-6.9067422,107.5894073",Kuliner,Restaurant,,,,,,,,,$$
116,Spice Affair,"186, Jalan Sukajadi, Bandung","https://www.google.com/maps?q=-6.8844363,107.59674",Kuliner,Restaurant,,,,,https://www.facebook.com/spiceaffair.bdg/,,,+622264401234,$$
117,Starbucks,"76C, Jalan Surya Sumantri, Bandung, 40164","https://www.google.com/maps?q=-6.8861336,107.5816203",Kuliner,Coffee Shop,,,,,,,,,$$
118,TOMORO Coffee,"No 818, Jalan Ranca Belut, Cimahi, 40526","https://www.google.com/maps?q=-6.8687202,107.5320155",Kuliner,Coffee Shop,,,,,,,,,$$
119,Toebroek Coffee,"Jalan Terusan Sutami 5, Bandung, 40163","https://www.google.com/maps?q=-6.8831467,107.5860352",Kuliner,Coffee Shop,,,,,,,,+6287778796493,$$
120,Toserba Ling Chick,"Dungus Cariang, Andir, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.9124632,107.5779638",Ritel,Minimarket,,,,,,,,,$
121,Waroeng Milenial,"108, Jalan Ciumbuleuit, 40141","https://www.google.com/maps?q=-6.8730196,107.6051703",Kuliner,Restaurant,,,,,,,,+6282112191656,$$
122,Warung Nasi Kang EWOK,"16, Astina, Bandung","https://www.google.com/maps?q=-6.9052749,107.5961955",Kuliner,Restaurant,,,,,,,,+62226038783+622292035359,$$
123,Yogya,"Jalan Pajajaran, Bandung, 40173","https://www.google.com/maps?q=-6.9069334,107.5954872",Ritel,Minimarket,,,,,,,,,$
124,Yogya Ciumbuleuit,"163, Jalan Ciumbuleuit , Cidadap, Bandung","https://www.google.com/maps?q=-6.8756893,107.604141",Ritel,Minimarket,,,,,,,,,$
125,Yomart,"Gunung Batu, Bandung","https://www.google.com/maps?q=-6.8898815,107.5700561",Ritel,Minimarket,,,,,,,,,$
126,Yomart,"taman holis indah, Bandung, 40214","https://www.google.com/maps?q=-6.9403695,107.564621",Ritel,Minimarket,,,,,,,,,$
127,18 Hrs Cafe,"103, Jl. Setiabudhi, Bandung","https://www.google.com/maps?q=-6.8710748,107.5936203",Kuliner,Coffee Shop,,,,,,,,,$$
128,23 Paskal Shopping Center,"25-27, Jalan Pasirkaliki, Bandung, 40181","https://www.google.com/maps?q=-6.9153317,107.5942691",Ritel,Ritel Umum,,,,,,,,,$$
129,ATM BJB,Jl. Jamika No. 20,"https://www.google.com/maps?q=-6.920005,107.5864944",Keuangan,Bank/ATM,,,,,,,,,$
130,ATM Danamon,Jl. Jamika No. 11,"https://www.google.com/maps?q=-6.919266,107.5866095",Keuangan,Bank/ATM,,,,,,,,,$
131,ATM Mandiri,"IPTN Turbin Prop, JL. Gunung Batu, Bandung","https://www.google.com/maps?q=-6.8732201,107.6070599",Keuangan,Bank/ATM,,,,,,,,,$
132,ATM Sinarmas,Jl. Jamika 42,"https://www.google.com/maps?q=-6.9204185,107.5860889",Keuangan,Bank/ATM,,,,,,,,,$
133,ATM UOB,Jl. Jamika No. 21,"https://www.google.com/maps?q=-6.9197463,107.5865284",Keuangan,Bank/ATM,,,,,,,,,$
134,Abuba Steak,"170, Jl. Setiabudhi, Bandung","https://www.google.com/maps?q=-6.8707908,107.5937423",Kuliner,Restaurant,,,,,,,,,$$
135,Alfamart,Jl Kol Masturi,"https://www.google.com/maps?q=-6.8358924,107.5526802",Ritel,Minimarket,,,,,,,,,$
136,Amaris Hotel Setiabudhi,"156A, Jalan Dr. Setiabudi, Bandung, 40153","https://www.google.com/maps?q=-6.8736729,107.5956727",Akomodasi,Hotel,,,,,,,,,$$$
137,Anata Cake & Bakery,"Jl. Pasirkaliki, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.9018086,107.5973555",Kuliner,Restaurant,,,,,,,,,$$
138,Apotek Bona Farma,"170-J, Jalan Dr. Setiabudi, Bandung, 40141","https://www.google.com/maps?q=-6.8720655,107.5945806",Kesehatan,Apotek,,,,,,,,,$$
139,Apotek Cihampelas,"Jalan Cihampelas 41-A, Tamansari, Bandung Wetan, Kota Bandung, Jawa Barat 40116","https://www.google.com/maps?q=-6.9033613,107.6039825",Kesehatan,Apotek,,,,,,,,,$$
140,Apotek K-24,Jalan Sarimanah,"https://www.google.com/maps?q=-6.8800922,107.5764442",Kesehatan,Apotek,,,,,,,,,$$
141,Apotek Rajawali,"85B, JL Rajawali, Bandung","https://www.google.com/maps?q=-6.9122192,107.5737557",Kesehatan,Apotek,,,,,,,,,$$
142,Apotek Zeta,"65, Jl. Garuda, Dungus Cariang, Bandung, Jawa Barat","https://www.google.com/maps?q=-6.9123112,107.5780044",Kesehatan,Apotek,,,,,,,,,$$
143,Ardan Hotel,"8-10, Jalan Sederhana, Bandung, 40161","https://www.google.com/maps?q=-6.8936181,107.5989244",Akomodasi,Hotel,,,,,,,,,$$$
144,Atm BJB Syariah,Jl. Jamika,"https://www.google.com/maps?q=-6.9239985,107.5859034",Keuangan,Bank/ATM,,,,,,,,,$
145,Atm center,Jl Setia Budi,"https://www.google.com/maps?q=-6.8806832,107.5988719",Keuangan,Bank/ATM,,,,,,,,,$
146,Ayam Djogja,"140, Jl. Setiabudhi, Bandung","https://www.google.com/maps?q=-6.8747901,107.5964663",Kuliner,Restaurant,,,,,,,,,$$
147,Ayam Goreng Raos,"Jalan Cihampelas No.72, Tamansari, Bandung Wetan, Kota Bandung, Jawa Barat 40116","https://www.google.com/maps?q=-6.9014215,107.6044453",Kuliner,Restaurant,,,,,,,,,$$
